age,workclass,education,marital-status,occupation,gender,hours-per-week,experience
70,2,7,2,8,1,2,48
39,5,9,4,12,1,60,19
37,5,8,2,4,1,99,22
63,3,6,0,7,0,10,44
18,3,1,4,5,0,12,5
21,3,11,4,0,1,20,5
34,3,9,2,10,0,40,14
17,3,2,4,5,1,25,3
32,3,11,2,2,1,50,16
37,1,8,5,0,0,40,22
28,3,8,4,14,1,38,13
20,3,11,4,7,0,25,4
29,3,11,2,2,1,50,13
32,3,8,2,12,1,40,17
27,3,11,4,7,0,40,11
44,1,9,0,10,0,38,24
25,3,8,4,0,1,40,10
38,5,1,2,7,1,60,25
52,3,0,6,7,0,40,40
68,1,10,2,10,1,35,47
41,3,8,0,14,1,50,26
36,3,1,6,0,0,40,23
35,1,6,2,11,1,48,16
62,3,6,2,10,1,45,43
32,3,11,4,13,0,40,16
57,5,6,0,12,1,60,38
42,3,6,0,10,0,20,23
47,3,8,2,0,0,40,32
34,3,1,4,0,0,30,21
19,3,8,4,5,1,40,4
36,3,1,2,6,1,40,23
37,3,11,2,3,1,40,21
57,3,11,2,2,1,40,41
43,3,4,2,5,1,40,25
51,3,6,2,3,1,50,32
48,1,9,5,10,1,50,28
50,3,6,2,2,1,20,31
28,6,6,4,0,0,40,9
26,3,8,4,0,1,40,11
35,3,4,0,3,0,50,17
26,3,8,2,6,0,40,11
32,3,9,4,0,0,40,12
37,3,1,4,7,0,40,24
24,2,8,4,8,0,40,9
73,2,9,2,8,0,16,53
25,3,11,4,7,0,45,9
31,3,8,4,4,1,38,16
20,3,8,4,5,1,40,5
26,3,6,4,3,0,40,7
26,3,1,2,7,0,36,13
43,3,6,2,10,1,48,24
61,6,8,3,14,0,60,46
34,3,6,4,3,0,50,15
43,3,8,2,14,1,55,28
33,3,11,2,2,1,50,17
42,4,5,2,3,1,52,25
42,5,11,2,10,1,40,26
18,3,8,4,3,1,30,3
48,3,5,2,0,1,40,31
41,1,6,2,10,0,52,22
47,3,11,5,6,1,65,31
50,1,11,6,0,0,35,34
57,3,6,0,3,0,45,38
21,3,8,4,5,1,40,6
28,1,11,2,11,1,40,12
42,3,9,2,3,1,45,22
33,3,8,2,6,1,50,18
53,1,3,2,14,1,40,42
39,3,5,2,3,1,45,22
17,3,1,4,12,1,20,4
35,3,6,2,10,1,45,16
50,3,9,2,0,0,40,30
58,3,6,2,12,1,50,39
21,3,11,4,2,1,40,5
66,5,1,2,4,1,40,53
59,0,8,2,10,1,40,44
21,3,8,0,2,1,20,6
20,2,11,4,8,1,60,4
25,3,6,4,3,0,60,6
21,3,8,4,2,1,40,6
53,3,8,2,14,1,40,38
64,1,8,6,0,0,35,49
19,3,11,4,0,1,30,3
59,4,7,2,2,1,55,37
36,3,8,2,2,1,30,21
20,3,11,4,13,0,32,4
28,3,8,4,0,0,40,13
34,3,11,4,13,0,50,18
41,3,6,0,13,0,40,22
33,3,9,4,10,1,55,13
24,3,11,4,0,0,40,8
42,6,11,0,13,1,40,26
28,3,5,2,2,1,42,11
58,3,8,2,6,1,35,43
34,3,8,4,6,1,40,19
22,3,11,4,0,1,40,6
26,3,8,2,6,1,40,11
30,3,11,2,0,0,40,14
67,5,6,2,10,1,20,48
46,3,9,0,10,1,44,26
35,3,11,2,2,1,52,19
42,4,1,2,3,1,40,29
24,3,11,4,10,1,40,8
18,2,1,4,8,1,16,5
34,4,4,0,7,1,40,16
21,3,11,4,0,0,40,5
49,3,6,2,12,1,40,30
48,3,8,0,10,0,40,33
25,3,8,4,0,0,32,10
38,3,9,2,3,1,60,18
28,3,11,5,0,0,37,12
22,3,8,4,12,1,40,7
49,3,8,2,2,1,40,34
54,4,9,0,3,0,35,34
35,5,8,2,4,1,40,20
36,3,8,4,7,1,48,21
18,3,1,4,6,1,21,5
45,3,8,6,9,0,25,30
22,3,8,4,7,0,20,7
47,1,9,0,10,0,45,27
23,3,6,4,14,1,40,4
36,3,9,0,10,0,40,16
23,3,0,4,7,1,30,11
53,3,8,2,0,1,40,38
23,3,11,4,5,1,40,7
67,2,11,6,8,0,5,51
51,3,11,2,3,1,55,35
52,3,11,0,6,0,40,36
47,3,6,4,3,1,40,28
47,3,0,2,6,1,40,35
29,3,11,0,7,1,24,13
19,3,11,4,0,1,20,3
66,5,6,2,3,1,17,47
38,3,11,5,6,1,50,22
67,2,8,2,8,1,32,52
33,3,5,0,12,1,50,16
51,0,6,2,3,1,40,32
30,3,8,0,2,1,55,15
43,3,6,2,10,1,50,24
29,3,8,2,2,1,50,14
38,3,11,2,10,0,40,22
58,3,8,4,2,1,40,43
56,6,7,2,10,1,40,34
41,3,8,0,6,1,40,26
43,4,4,2,3,1,50,25
50,3,6,2,3,1,65,31
73,5,11,2,12,1,25,57
45,6,6,2,0,1,40,26
18,5,1,4,0,0,20,5
33,3,2,0,6,1,40,19
20,3,2,4,0,0,20,6
37,3,3,2,7,0,40,26
29,3,8,0,0,0,40,14
22,3,11,4,7,1,40,6
61,6,9,2,3,1,40,41
27,5,6,4,10,0,30,8
56,3,8,5,12,0,16,41
26,3,8,4,2,1,40,11
30,4,8,2,3,1,45,15
60,3,11,2,3,1,40,44
30,3,0,5,7,1,40,18
28,3,11,2,14,0,45,12
64,5,8,2,2,1,20,49
32,3,8,2,7,1,40,17
32,3,11,0,5,1,40,16
31,1,6,4,10,0,40,12
36,3,11,2,14,1,45,20
32,5,2,2,2,1,70,18
49,3,8,2,2,1,44,34
40,3,8,2,6,1,40,25
41,3,8,2,14,1,40,26
51,5,6,6,3,1,50,32
41,3,11,2,0,0,40,25
54,3,11,4,7,0,40,38
19,3,11,4,12,0,25,3
36,3,0,5,12,1,40,24
45,6,11,0,7,0,40,29
58,0,8,2,13,1,40,43
60,2,8,2,8,1,40,45
34,3,11,4,3,1,40,18
58,3,5,2,3,1,40,41
53,3,8,0,3,0,40,38
42,3,4,5,12,0,40,24
54,5,9,0,10,1,30,34
64,3,8,6,7,1,28,49
62,2,0,0,8,1,35,50
31,3,11,2,7,1,45,15
28,3,9,4,0,1,50,8
58,5,11,2,12,1,60,42
22,3,8,2,13,1,40,7
58,3,9,2,10,1,40,38
25,3,11,2,2,1,40,9
33,3,11,0,3,0,40,17
69,5,8,2,4,1,40,54
18,3,1,2,7,1,35,5
48,5,2,6,12,0,40,34
26,3,11,5,5,1,20,10
43,0,6,4,0,1,50,24
35,3,11,4,14,1,40,19
33,5,11,4,7,0,5,17
52,3,11,2,14,1,36,36
62,3,8,6,7,0,40,47
50,3,6,2,2,1,40,31
30,1,8,2,7,1,40,15
25,3,8,0,0,0,40,10
19,3,11,4,5,1,27,3
58,3,6,2,12,1,55,39
41,3,8,4,9,0,40,26
28,3,8,4,2,1,50,13
33,3,6,4,10,0,40,14
51,3,8,0,12,0,40,36
27,3,8,2,14,1,60,12
26,3,11,4,2,1,40,10
19,3,11,4,2,1,40,3
32,3,11,2,11,1,60,16
27,3,8,5,12,1,40,12
50,0,8,2,3,1,40,35
29,3,11,3,2,1,40,13
67,3,6,2,3,1,45,48
53,3,8,0,2,1,40,38
58,3,8,2,12,1,60,43
47,3,11,2,10,1,40,31
30,3,8,4,12,1,40,15
40,3,10,2,10,1,48,19
45,3,6,4,2,1,32,26
41,3,0,2,2,1,40,29
26,3,4,4,13,1,50,8
27,3,1,2,4,1,40,14
44,3,4,4,0,1,38,26
24,3,8,2,0,1,40,9
34,3,8,4,14,1,40,19
66,5,1,0,7,0,40,53
35,3,11,0,12,1,50,19
37,3,1,2,2,1,45,24
65,3,3,2,11,1,16,54
23,3,8,4,2,1,40,8
52,2,8,5,8,1,40,37
35,3,5,2,12,1,65,18
43,3,11,2,12,1,50,27
46,1,6,2,0,1,45,27
17,3,0,4,12,0,10,5
18,2,8,4,8,0,40,3
48,3,8,4,7,1,40,33
33,5,6,2,4,1,75,14
31,1,11,2,0,1,30,15
28,3,8,2,3,1,40,13
30,3,8,2,14,1,30,15
18,3,1,4,5,1,5,5
33,4,8,2,12,1,45,18
46,4,9,2,3,1,60,26
50,6,9,6,10,0,60,30
43,4,6,2,12,1,60,24
29,3,8,4,14,1,40,14
18,3,8,4,4,1,40,3
47,4,6,2,10,1,60,28
28,3,8,0,3,1,55,13
60,5,5,2,7,0,40,43
34,3,8,2,5,1,40,19
25,3,11,2,0,0,40,9
19,3,8,4,11,1,40,4
35,3,8,2,5,1,40,20
41,0,11,0,0,0,38,25
23,2,11,4,8,1,40,7
69,5,11,2,3,1,35,53
44,6,7,4,10,1,45,22
49,4,6,2,12,1,40,30
31,0,8,2,11,1,53,16
36,3,6,2,13,1,40,17
33,3,11,4,7,0,25,17
35,3,4,4,5,1,50,17
53,5,8,2,2,1,50,38
32,3,11,2,13,1,40,16
26,3,1,4,12,1,45,13
40,3,6,4,3,0,55,21
35,3,9,2,10,1,60,15
52,5,8,5,3,1,60,37
32,2,6,4,8,0,1,13
18,3,8,4,0,0,25,3
58,3,10,2,10,1,60,37
26,3,8,2,0,1,40,11
33,5,8,2,2,1,40,18
39,3,9,0,3,1,40,19
47,3,6,4,12,1,40,28
33,3,8,4,2,1,40,18
28,3,11,4,2,1,48,12
48,1,9,0,10,0,50,28
67,4,6,2,12,1,40,48
22,5,11,4,12,1,20,6
62,3,11,0,10,0,40,46
42,5,9,4,10,1,45,22
53,3,7,2,10,1,20,31
64,1,3,2,7,1,40,53
29,3,6,2,13,1,40,10
51,3,6,3,3,0,60,32
64,5,8,2,14,1,50,49
24,3,1,4,10,1,40,11
47,3,2,2,0,1,40,33
35,3,5,2,2,1,40,18
31,3,9,0,3,0,40,11
64,3,8,2,5,0,40,49
38,3,9,2,10,0,20,18
42,1,9,2,10,1,50,22
46,3,1,2,2,1,40,33
37,3,8,4,0,1,40,22
30,3,6,4,10,1,40,11
33,3,8,2,6,1,40,18
52,1,6,2,10,1,40,33
21,3,8,4,0,0,60,6
48,0,8,0,7,1,40,33
22,3,2,2,6,1,60,8
20,3,8,4,6,1,60,5
47,1,4,5,0,0,40,29
35,3,6,2,3,1,65,16
37,3,8,2,12,1,45,22
73,3,8,6,0,0,20,58
45,3,8,4,7,0,30,30
34,3,8,2,4,1,63,19
35,3,8,2,6,1,40,20
41,3,9,2,10,0,40,21
36,3,8,2,2,1,40,21
40,3,11,2,5,1,40,24
26,2,6,4,8,1,40,7
27,3,8,2,12,1,50,12
52,5,8,2,14,1,40,37
45,3,9,0,10,0,55,25
39,3,8,2,0,1,40,24
30,3,8,2,2,1,40,15
38,3,11,2,12,1,60,22
43,4,6,2,3,1,40,24
20,3,11,4,12,1,20,4
38,3,7,3,10,1,60,16
30,3,1,4,5,1,40,17
30,3,5,4,0,1,40,13
59,5,8,6,2,1,24,44
30,0,11,0,3,1,40,14
43,4,6,3,12,0,42,24
49,5,5,4,0,0,60,32
40,3,10,2,10,0,40,19
34,3,1,2,7,0,23,21
47,3,8,0,4,1,40,32
57,5,8,2,2,1,40,42
64,5,9,2,10,1,50,44
35,3,8,4,5,1,30,20
39,3,11,2,12,1,45,23
30,1,8,2,3,1,40,15
29,3,6,4,2,1,40,10
40,3,0,2,2,1,50,28
39,3,11,2,12,1,40,23
53,3,6,2,10,1,40,34
50,3,6,2,12,1,60,31
50,3,11,2,6,1,40,34
28,3,6,2,10,1,40,9
70,4,6,6,4,0,6,51
44,3,11,2,2,1,40,28
41,1,8,2,11,1,40,26
27,3,11,4,0,0,40,11
19,3,8,4,7,1,30,4
18,3,1,4,12,0,25,5
37,3,9,4,3,1,50,17
20,3,11,4,12,0,15,4
33,3,11,3,12,1,40,17
53,4,4,2,14,1,45,35
56,3,8,2,6,1,40,41
18,3,8,4,12,0,20,3
54,6,9,4,10,0,37,34
27,3,8,4,0,0,40,12
48,3,11,0,3,0,40,32
35,3,8,2,12,1,55,20
27,3,11,4,6,1,48,11
72,2,6,2,8,1,20,53
27,3,8,2,12,0,45,12
22,3,11,4,4,1,10,6
29,3,5,4,0,0,40,12
34,2,6,0,8,0,40,15
51,5,8,2,4,1,84,36
54,2,4,5,8,0,20,36
25,6,6,4,12,0,40,6
35,3,6,2,10,1,50,16
36,4,7,4,10,0,40,14
57,3,8,6,13,0,54,42
28,3,11,2,12,1,40,12
34,3,11,4,0,0,42,18
58,3,8,6,13,0,38,43
37,1,9,2,3,1,55,17
61,3,6,2,3,1,50,42
48,3,6,2,12,1,25,29
64,3,1,2,14,1,15,51
50,3,0,2,4,1,45,38
34,3,8,4,5,1,40,19
21,2,11,4,8,1,80,5
59,5,8,6,7,0,20,44
75,6,11,6,0,0,10,59
30,3,6,2,0,0,40,11
26,3,5,2,14,1,40,9
20,3,8,4,12,0,20,5
53,0,11,5,0,0,40,37
48,1,9,2,10,1,50,28
33,3,8,4,2,1,40,18
47,6,11,0,2,1,40,31
51,3,6,0,3,0,50,32
54,3,8,2,10,1,40,39
51,3,6,2,3,1,55,32
47,3,6,0,0,0,35,28
34,4,11,2,3,1,45,18
31,5,8,0,13,1,60,16
42,3,11,2,12,1,90,26
24,3,11,4,0,0,40,8
18,2,11,4,8,1,40,2
38,3,8,2,12,0,40,23
67,3,8,2,3,1,40,52
25,3,11,4,6,0,40,9
47,3,6,2,6,1,40,28
25,3,8,2,10,0,20,10
24,2,3,4,8,0,30,13
24,2,11,2,8,0,30,8
47,3,6,2,3,0,40,28
46,3,8,0,3,0,40,31
26,3,8,2,12,1,38,11
32,3,8,4,6,1,40,17
26,0,10,4,10,0,20,5
52,3,5,0,0,0,36,35
61,3,8,2,0,1,40,46
46,0,5,0,13,0,40,29
41,5,11,2,6,1,40,25
48,3,8,2,12,1,60,33
41,1,6,2,10,1,45,22
47,3,5,2,14,1,40,30
33,3,8,2,14,1,40,18
22,3,11,4,12,1,10,6
57,4,9,2,12,1,50,37
20,3,11,4,12,0,30,4
64,3,8,2,2,1,40,49
36,3,6,2,2,1,45,17
18,2,2,4,8,0,40,4
40,3,8,2,2,1,40,25
28,2,8,0,8,0,55,13
40,3,8,2,12,1,40,25
31,3,8,4,7,1,42,16
32,5,6,2,4,1,70,13
22,2,11,4,8,1,40,6
25,3,11,4,0,1,40,9
27,3,11,4,0,0,40,11
21,2,11,4,8,0,20,5
47,3,6,2,10,1,40,28
56,5,8,2,2,1,40,41
31,3,11,0,7,0,35,15
29,3,6,4,12,0,50,10
17,3,0,4,7,1,40,5
38,3,8,2,5,1,40,23
31,3,1,2,14,1,40,18
23,3,8,2,12,0,40,8
24,3,6,4,7,0,30,5
25,3,8,3,14,1,55,10
64,2,6,2,8,1,3,45
44,3,11,2,0,0,38,28
48,3,11,0,3,0,60,32
35,3,1,4,2,1,40,22
35,3,6,2,7,1,40,16
38,3,9,2,10,1,40,18
68,3,11,2,0,1,10,52
59,3,8,0,7,0,35,44
43,1,6,0,10,0,50,24
28,3,11,4,12,1,40,12
50,5,6,0,3,1,50,31
45,3,8,4,7,0,40,30
17,3,1,4,12,0,16,4
44,1,9,4,10,1,33,24
26,3,11,4,0,0,40,10
27,3,11,4,12,1,49,11
40,3,11,2,0,1,35,24
45,3,9,2,10,1,43,25
43,5,6,2,10,1,40,24
28,3,11,4,4,1,40,12
54,5,11,4,7,0,40,38
43,3,6,0,3,0,45,24
40,4,6,2,13,1,40,21
19,3,11,4,12,0,18,3
24,3,11,4,4,1,45,8
20,3,8,4,6,1,50,5
55,3,8,4,3,1,54,40
39,3,2,2,2,1,45,25
22,3,4,4,0,0,30,4
44,5,5,2,10,1,50,27
30,3,11,4,0,0,40,14
74,3,8,6,12,0,26,59
30,3,11,0,2,1,40,14
31,3,11,0,3,0,40,15
56,2,8,0,8,0,40,41
59,3,8,0,2,0,40,44
24,3,6,4,0,0,40,5
51,3,11,2,2,1,48,35
20,2,11,4,8,0,30,4
33,3,8,2,2,1,40,18
51,5,4,2,10,0,30,33
20,3,11,4,12,0,15,4
59,3,8,2,2,1,40,44
31,1,6,4,10,0,30,12
39,3,11,5,2,1,45,23
31,3,11,4,10,1,40,15
46,2,8,5,8,0,36,31
23,2,11,4,8,0,15,7
57,3,6,2,3,1,40,38
67,2,7,2,8,1,40,45
40,6,7,2,3,1,40,18
17,3,1,4,7,1,20,4
34,3,6,4,10,1,40,15
33,1,8,2,2,1,50,18
47,5,6,0,3,0,5,28
49,3,6,2,3,1,46,30
24,3,6,3,0,0,20,5
28,3,11,4,13,0,40,12
30,1,11,4,2,1,40,14
31,3,0,4,2,1,45,19
40,3,8,2,5,1,40,25
46,3,8,2,12,1,45,31
27,2,11,4,8,1,36,11
50,4,6,2,3,1,48,31
35,3,3,2,3,0,40,24
44,3,8,2,6,1,45,29
46,6,11,3,0,1,50,30
22,6,6,4,10,0,20,3
38,3,11,4,7,0,30,22
46,3,11,4,3,1,50,30
36,5,8,4,2,1,35,21
28,5,8,2,2,1,40,13
51,3,11,2,5,1,48,35
37,2,11,2,8,0,60,21
45,3,11,0,6,0,40,29
40,3,8,5,2,1,40,25
44,3,9,2,12,1,44,24
35,3,8,4,6,1,40,20
34,3,6,4,10,0,40,15
25,3,11,0,7,0,20,9
66,3,8,2,14,1,24,51
30,1,6,4,13,1,35,11
40,5,3,0,7,0,20,29
43,3,6,2,14,1,45,24
43,3,11,0,7,0,38,27
44,3,4,6,0,0,40,26
48,3,11,0,10,0,40,32
42,3,9,2,12,1,45,22
25,3,5,2,2,1,40,8
33,1,8,2,7,1,40,18
28,6,6,4,10,1,65,9
24,3,6,4,3,1,42,5
29,3,6,4,12,1,45,10
51,6,8,2,10,1,60,36
47,3,11,2,2,1,40,31
45,3,11,4,2,1,50,29
36,3,5,5,0,0,40,19
54,3,1,2,14,1,42,41
23,3,11,4,13,0,40,7
36,3,8,2,7,1,40,21
44,3,8,2,2,1,42,29
27,1,5,4,13,0,72,10
53,3,4,2,12,0,40,35
30,3,11,4,2,0,40,14
67,0,8,4,0,1,40,52
24,3,9,4,12,0,38,4
33,3,5,2,2,1,40,16
29,5,6,4,10,0,40,10
51,5,6,0,12,0,40,32
44,3,8,4,7,1,32,29
27,3,1,2,6,1,40,14
36,3,11,2,2,1,50,20
57,1,6,0,10,0,35,38
43,3,8,0,7,0,24,28
62,3,8,3,2,1,54,47
53,3,4,5,3,0,40,35
44,3,8,0,14,1,40,29
44,1,11,2,11,1,40,28
22,3,11,4,12,0,40,6
57,4,6,2,3,1,40,38
52,3,8,2,6,1,40,37
66,3,8,6,14,1,22,51
37,5,8,2,4,1,99,22
33,3,3,2,5,1,40,22
34,3,8,2,3,1,50,19
23,3,8,2,14,1,50,8
36,3,8,4,2,1,40,21
50,6,9,0,10,1,60,30
39,6,8,4,7,0,55,24
50,3,5,2,7,1,55,33
23,3,4,2,4,0,45,5
39,1,11,2,11,1,40,23
43,3,6,2,13,0,40,24
23,3,6,4,0,0,40,4
44,4,10,2,10,1,55,23
57,5,1,2,4,1,99,44
47,1,8,0,7,0,32,32
17,3,1,4,5,1,15,4
43,3,9,5,12,0,50,23
47,3,6,2,3,1,50,28
53,4,0,2,3,1,60,41
26,3,11,4,12,0,40,10
46,3,7,2,10,1,40,24
20,3,11,4,0,0,25,4
48,1,6,0,11,0,43,29
49,3,8,0,3,0,40,34
52,0,8,2,13,1,40,37
35,3,8,2,7,1,40,20
51,3,8,0,2,1,60,36
31,3,9,2,3,0,40,11
42,5,8,2,4,1,50,27
41,3,11,0,12,1,46,25
46,3,6,2,4,1,40,27
25,3,5,4,12,1,65,8
23,3,8,2,5,1,27,8
43,3,6,2,5,1,38,24
41,3,11,4,0,1,15,25
29,1,6,2,10,1,40,10
27,3,6,2,10,0,45,8
24,3,6,4,12,0,35,5
44,1,11,2,3,0,38,28
31,3,8,4,0,1,40,16
43,3,11,4,2,1,40,27
41,1,8,0,11,0,40,26
43,3,11,2,14,1,50,27
50,5,11,2,12,1,45,34
70,5,1,2,4,1,40,57
21,2,11,4,8,1,40,5
26,3,11,4,12,0,40,10
73,3,8,0,0,0,32,58
47,3,8,0,3,1,40,32
39,3,8,2,6,1,40,24
61,3,8,0,7,1,40,46
45,3,8,4,0,1,40,30
47,3,8,0,12,1,40,32
38,5,6,4,7,0,20,19
21,3,8,4,6,0,40,6
46,3,5,2,12,1,40,29
23,3,6,4,0,0,40,4
28,5,11,2,3,1,70,12
18,3,11,4,0,0,40,2
50,6,3,2,10,1,40,39
34,3,5,2,2,1,40,17
30,3,6,4,10,0,40,11
63,5,6,2,4,1,20,44
62,3,8,2,2,1,40,47
28,3,8,4,14,1,40,13
39,5,0,5,2,1,40,27
28,3,11,4,14,1,20,12
44,5,11,2,4,1,75,28
26,3,6,4,2,1,40,7
32,3,1,3,2,1,40,19
39,1,9,2,3,1,45,19
70,2,3,4,8,1,40,59
27,3,6,4,10,0,15,8
31,3,10,2,10,1,40,10
61,3,8,2,11,1,40,46
32,3,0,2,7,1,38,20
21,2,11,4,8,1,40,5
24,5,1,4,10,0,3,11
39,3,11,2,14,1,40,23
29,3,11,2,6,1,46,13
52,3,8,2,3,1,40,37
26,5,8,4,5,1,35,11
30,3,4,4,13,0,15,12
70,3,8,2,0,1,30,55
29,3,8,4,5,1,30,14
32,3,11,0,0,0,40,16
32,3,8,2,5,1,40,17
58,3,2,2,2,1,40,44
75,5,1,6,12,1,40,62
37,3,6,0,2,1,40,18
39,3,8,2,7,1,40,24
66,6,8,2,3,1,45,51
46,3,8,0,2,1,40,31
49,1,6,2,11,1,42,30
32,3,0,2,2,1,40,20
20,3,8,4,3,0,40,5
44,3,11,0,6,1,40,28
42,3,6,0,3,0,50,23
34,5,8,2,2,1,40,19
37,3,8,2,11,1,40,22
22,3,11,4,5,1,40,6
21,2,11,4,8,0,20,5
33,3,8,5,0,1,37,18
54,0,8,2,0,1,41,39
36,3,6,2,12,1,50,17
36,3,8,0,0,0,40,21
44,3,4,2,3,1,50,26
49,3,6,0,12,0,50,30
40,3,8,2,14,1,40,25
49,5,8,2,2,1,40,34
31,5,8,4,7,1,27,16
40,3,8,0,6,1,40,25
47,3,11,2,7,1,10,31
39,3,8,2,14,1,50,24
42,3,8,2,5,1,40,27
40,1,8,2,3,1,48,25
28,3,6,2,10,0,20,9
19,2,8,4,8,1,40,4
32,6,5,0,3,0,43,15
35,3,11,2,3,1,60,19
35,2,4,2,8,1,15,17
52,6,9,0,10,0,40,32
17,3,2,4,7,0,24,3
23,3,8,4,0,0,40,8
41,5,7,4,10,1,30,19
46,3,8,0,3,0,55,31
49,5,6,2,12,1,60,30
60,0,8,3,5,1,40,45
65,2,8,2,8,1,40,50
62,3,8,4,0,0,37,47
46,0,4,2,10,1,40,28
50,3,8,3,14,1,45,35
39,3,5,5,0,0,40,22
20,3,11,4,7,1,30,4
38,3,6,2,3,1,50,19
56,3,8,0,5,1,10,41
30,5,5,5,12,1,40,13
41,3,8,2,2,1,40,26
29,3,6,4,2,1,40,10
43,3,6,2,5,1,60,24
28,3,6,2,12,1,45,9
30,3,8,2,2,1,35,15
19,3,8,4,6,1,30,4
56,3,11,2,2,1,34,40
28,3,8,2,2,1,35,13
23,3,6,4,2,1,35,4
34,3,4,2,3,1,60,16
43,3,6,2,3,1,40,24
60,5,8,2,2,1,20,45
43,1,11,2,11,1,40,27
60,4,8,2,2,0,40,45
42,3,8,2,2,1,85,27
32,1,11,0,11,1,40,16
31,3,11,2,13,1,40,15
25,3,8,4,4,1,36,10
25,3,2,2,7,1,40,11
41,4,4,2,4,1,50,23
26,3,11,4,7,1,40,10
45,1,6,2,3,1,65,26
35,3,8,2,2,1,45,20
21,3,3,4,7,1,40,10
39,0,8,2,13,1,40,24
22,3,6,4,3,1,45,3
66,5,6,2,2,1,40,47
32,0,11,0,0,1,40,16
39,3,0,2,2,1,40,27
41,4,11,2,4,1,50,25
26,2,8,4,8,1,40,11
31,3,11,0,0,0,40,15
27,3,1,4,7,1,40,14
34,3,6,2,3,1,45,15
43,6,9,2,3,1,50,23
56,3,8,4,0,0,35,41
34,3,8,2,5,0,40,19
23,3,8,4,5,1,40,8
29,3,8,4,0,0,40,14
34,3,4,4,13,0,40,16
37,3,6,4,0,0,40,18
42,3,4,2,12,1,45,24
51,1,8,5,0,0,40,36
34,3,8,0,0,0,40,19
60,5,3,2,14,1,70,49
41,3,8,4,2,1,40,26
27,1,6,2,10,1,40,8
46,3,11,4,6,0,40,30
22,3,8,0,7,0,35,7
17,2,0,4,8,1,40,5
18,3,1,4,7,1,15,5
46,5,8,2,3,1,40,31
40,3,6,4,10,1,30,21
24,3,6,4,13,1,40,5
28,5,11,4,10,1,30,12
67,2,11,2,8,1,15,51
53,5,8,2,4,1,99,38
25,3,11,4,10,0,65,9
18,3,8,4,7,0,20,3
64,1,11,2,11,1,35,48
45,3,6,4,7,0,44,26
32,3,1,0,14,1,45,19
30,3,8,4,0,0,30,15
35,3,8,2,0,1,45,20
46,2,11,0,8,1,40,30
19,3,8,4,12,0,28,4
31,3,6,4,13,0,40,12
39,3,11,2,12,1,60,23
33,3,6,4,3,0,40,14
25,3,8,4,5,1,45,10
55,3,8,0,7,0,40,40
23,3,8,4,14,1,40,8
45,5,11,2,12,1,65,29
42,3,11,2,6,0,48,26
65,3,0,0,7,1,64,53
37,6,6,2,10,1,40,18
28,3,8,2,6,1,50,13
43,1,9,0,10,0,65,23
44,3,8,4,0,0,40,29
58,1,9,2,10,1,45,38
70,5,6,6,10,0,30,51
28,1,9,4,10,1,55,8
46,1,10,5,10,1,40,25
33,3,11,0,7,0,55,17
35,1,6,2,11,1,50,16
18,3,1,4,10,1,40,5
29,3,0,0,7,0,30,17
29,3,8,4,6,0,40,14
59,3,8,2,4,1,40,44
29,3,8,2,4,1,40,14
22,3,1,0,12,0,25,9
34,3,8,2,3,1,45,19
30,3,8,2,0,0,40,15
54,6,11,2,10,1,40,38
38,3,1,0,14,1,55,25
44,3,8,2,12,1,60,29
30,3,8,4,4,1,60,15
28,3,8,2,0,0,15,13
60,2,11,6,8,0,54,44
57,0,8,2,14,1,40,42
38,3,8,4,0,1,60,23
22,2,1,2,8,0,20,9
34,3,7,4,3,0,40,12
46,3,11,0,3,1,50,30
44,3,8,0,7,0,40,29
23,3,11,4,3,1,40,7
50,1,9,4,10,0,50,30
20,2,5,4,8,0,40,3
24,3,8,4,4,1,40,9
35,3,8,4,7,1,40,20
62,2,3,2,8,1,21,51
75,5,11,2,3,1,35,59
21,2,11,4,8,0,15,5
60,5,8,2,2,1,30,45
18,3,8,4,6,1,25,3
19,3,8,4,12,0,15,4
31,4,11,0,3,0,40,15
36,5,6,0,12,0,8,17
24,3,6,4,7,0,32,5
62,3,8,0,6,1,40,47
25,3,8,2,0,1,40,10
28,3,6,2,12,1,50,9
56,3,11,2,10,1,45,40
38,3,5,6,6,1,40,21
32,3,9,2,10,1,60,12
41,3,2,2,2,1,40,27
38,3,8,4,12,0,30,23
44,3,8,4,5,0,20,29
20,3,11,4,12,0,30,4
72,4,10,2,10,1,48,51
72,3,11,2,2,1,40,56
37,3,10,2,7,0,60,16
54,3,11,2,0,1,40,38
48,3,8,2,13,1,40,33
40,3,11,0,12,0,20,24
36,4,5,0,3,0,40,19
35,3,8,2,2,1,40,20
41,3,6,2,10,1,60,22
52,3,11,2,10,1,56,36
37,3,8,0,12,1,75,22
22,3,8,2,0,0,30,7
59,3,11,4,0,0,40,43
34,3,11,4,13,0,40,18
42,5,6,0,10,0,30,23
21,3,8,4,7,0,40,6
22,2,4,4,8,0,5,4
40,3,1,2,2,1,45,27
32,3,6,4,0,0,40,13
32,3,6,4,6,1,40,13
46,3,8,2,5,1,35,31
21,3,11,4,3,0,20,5
30,3,8,4,7,1,40,15
47,5,11,0,7,1,30,31
53,3,11,2,2,1,47,37
31,3,6,2,12,1,55,12
39,3,4,4,0,1,20,21
50,3,8,2,7,0,30,35
21,3,11,4,7,1,35,5
17,2,0,4,8,0,20,5
73,2,6,6,8,0,7,54
39,3,9,2,12,1,55,19
